Ensemble	Symbol	Chr	Start	End	Type	Length8FeatureCount
ENSG00000227348	MTND5P25	chr2	201212283	201213081	unprocessed_pseudogene	799
ENSG00000279111	OR10X1	chr1	158578919	158579899	protein_coding	981
ENSG00000271024	HSPE1P19	chr3	90261414	90261708	processed_pseudogene	295
ENSG00000200487	RNA5SP322	chr10	86052448	86052566	rRNA_pseudogene	119
ENSG00000229108	LINC02587	chr7	15688378	15696886	lncRNA	1248
ENSG00000033122	LRRC7	chr1	69567922	70151945	protein_coding	30043
ENSG00000226145	KRT16P6	chr17	16817983	16822579	transcribed_unprocessed_pseudogene	1906
ENSG00000261706	LINC00165	chr21	44994362	44995185	lncRNA	824
ENSG00000242793	AC135999.2	chr15	26851132	26851610	processed_pseudogene	479
ENSG00000287507	KB-836E9.1	chr21	43768320	43771666	lncRNA	757
ENSG00000238906	ENSG10010135973.1	chr7	29912528	29912632	snoRNA	105
ENSG00000224602	RPS26P5	chr21	16121310	16121644	processed_pseudogene	335
ENSG00000103415	HMOX2	chr16	4474690	4510347	protein_coding	3377
ENSG00000171119	NRTN	chr19	5805067	5828324	protein_coding	1528
ENSG00000223382	LINC01778	chr1	30824217	30834864	lncRNA	2111
ENSG00000179071	CCDC89	chr11	85683848	85686195	protein_coding	2348
ENSG00000237378	RP11-473M10.3	chr13	63746741	63751080	protein_coding	2034
ENSG00000199664	RNU6-1266P	chr10	77776951	77777055	snRNA	105
ENSG00000283458	RP11-1I2.1	chr18	39314240	39328008	lncRNA	609
ENSG00000229589	ACVR2B-AS1	chr3	38451027	38454820	lncRNA	2517
ENSG00000122477	LRRC39	chr1	100148448	100178273	protein_coding	1992
ENSG00000148719	DNAJB12	chr10	72332830	72355149	protein_coding	5568
ENSG00000230894	RP11-67K19.3	chr9	116567636	116586328	lncRNA	5550
ENSG00000204246	OR13C3	chr9	104535749	104536856	protein_coding	1108
ENSG00000225744	AC017002.4	chr2	111607841	111612518	lncRNA	792
ENSG00000260953	RP11-426C22.6	chr16	29262273	29264479	lncRNA	561
ENSG00000129873	CDY2B	chrY	17878260	17880220	protein_coding	1961
ENSG00000222285	RNA5SP193	chr5	136969200	136969306	rRNA_pseudogene	107
ENSG00000231513	E2F6P4	chrX	136097835	136098348	processed_pseudogene	514
ENSG00000249244	RP11-548H18.2	chr4	119391831	119395335	unprocessed_pseudogene	3505
ENSG00000240454	RPL39P26	chr11	13685499	13685656	processed_pseudogene	158
ENSG00000223694	ADH5P3	chr1	240170155	240171291	processed_pseudogene	1137
ENSG00000265139	RP11-227G15.2	chr17	32328441	32329395	lncRNA	271
ENSG00000197882	OR7E13P	chr11	86832540	86833449	unprocessed_pseudogene	910
ENSG00000222389	RNU2-28P	chr3	81509476	81509664	snRNA	189
ENSG00000006530	AGK	chr7	141551278	141655244	protein_coding	10697
ENSG00000230886	HMGB1P25	chr2	9018293	9018899	processed_pseudogene	607
ENSG00000203729	LINC00272	chr1	182407621	182414815	lncRNA	740
ENSG00000277200	RP11-74E22.8	chr17	2720801	2723947	lncRNA	3147
ENSG00000286927	CTA-392G7.1	chr8	135977329	135980588	lncRNA	1792
ENSG00000251204	CTC-278L1.1	chr5	106415576	106417241	processed_pseudogene	1666
ENSG00000254637	OR4A18P	chr11	49917391	49918478	unprocessed_pseudogene	1088
ENSG00000249259	RP11-659O3.1	chr4	115922015	116297160	transcribed_processed_pseudogene	2414
ENSG00000174796	THAP6	chr4	75513946	75550473	protein_coding	7127
ENSG00000229711	RP11-449O16.2	chr10	50822692	50824525	lncRNA	636
ENSG00000141642	ELAC1	chr18	50967991	50988121	protein_coding	3970
ENSG00000139044	B4GALNT3	chr12	459939	563509	protein_coding	7292
ENSG00000242398	RN7SL800P	chr17	62005737	62006016	misc_RNA	280
ENSG00000250455	RP11-648M2.1	chr5	37377049	37377971	unprocessed_pseudogene	323
ENSG00000228697	RP5-968D22.3	chr1	168400829	168495685	lncRNA	4240
ENSG00000255241	RP11-164N3.3	chr11	88098591	88115835	lncRNA	252
ENSG00000164326	CARTPT	chr5	71719275	71721048	protein_coding	1104
ENSG00000237588	RP11-66D17.3	chr1	156687695	156691997	lncRNA	4122
ENSG00000283904	MIR155	chr21	25573980	25574044	miRNA	65
ENSG00000234933	CDC42P1	chr20	34402149	34402696	processed_pseudogene	548
ENSG00000279649	RP11-96D1.8	chr16	68290087	68292790	TEC	2704
ENSG00000117335	CD46	chr1	207752054	207795513	protein_coding	8711
ENSG00000253454	NDUFA5P2	chr8	104566086	104566429	processed_pseudogene	344
ENSG00000245768	RP11-410D17.2	chr16	58733910	59199395	lncRNA	4474
ENSG00000251372	LINC00499	chr4	138309613	138663403	lncRNA	20131
ENSG00000163530	DPPA2	chr3	109293788	109316517	protein_coding	1383
ENSG00000235069	RP4-785J1.1	chr1	26647447	26647681	processed_pseudogene	235
ENSG00000263838	MIR4698	chr12	47187812	47187891	miRNA	80
ENSG00000288060	RP11-12G12.8	chr13	99973526	99980034	lncRNA	762
ENSG00000234768	RP11-503C24.1	chr6	168194358	168204501	lncRNA	449
ENSG00000149609	C20orf144	chr20	33662327	33665619	protein_coding	2399
ENSG00000111361	EIF2B1	chr12	123620406	123633766	protein_coding	3627
ENSG00000241886	RP11-242C19.2	chrX	30698207	30721932	lncRNA	562
ENSG00000187140	FOXD3	chr1	63322567	63325128	protein_coding	2562
ENSG00000266354	MIR4776-1	chr2	212926257	212926336	miRNA	80
ENSG00000164684	ZNF704	chr8	80628451	80874781	protein_coding	15008
ENSG00000200812	SNORD115-6	chr15	25180497	25180578	snoRNA	82
ENSG00000151498	ACAD8	chr11	134253548	134265855	protein_coding	7121
ENSG00000212608	ENSG10010135361.1	chr3	53387713	53387836	snoRNA	124
ENSG00000285841	RP5-914M6.2	chr7	141392155	141396517	lncRNA	3445
ENSG00000272402	RP1-30M3.6	chr6	24706747	24707151	lncRNA	405
ENSG00000261058	RP11-252E2.2	chr16	75119558	75144200	lncRNA	510
ENSG00000181350	LRRC75A	chr17	16441577	16492193	protein_coding	3735
ENSG00000204344	STK19	chr6	31971091	31982821	protein_coding	3954
ENSG00000270871	AC015849.19	chr17	35816717	35830293	lncRNA	488
ENSG00000019144	PHLDB1	chr11	118606440	118658031	protein_coding	21715
ENSG00000271180	COX5AP1	chr14	55240622	55241080	processed_pseudogene	459
ENSG00000167470	MIDN	chr19	1248553	1259143	protein_coding	4495
ENSG00000206727	SNORD116-9	chr15	25073107	25073201	snoRNA	95
ENSG00000226983	LINC01692	chr21	24840550	25057746	lncRNA	3782
ENSG00000072657	TRHDE	chr12	72087266	72670758	protein_coding	12264
ENSG00000231409	RP11-83J16.1	chr15	34943080	34943394	processed_pseudogene	315
ENSG00000253732	IGKV2-19	chr2	89134975	89135257	IG_V_pseudogene	283
ENSG00000267363	CTD-3162L10.4	chr19	36379351	36380912	lncRNA	249
ENSG00000117399	CDC20	chr1	43358981	43363203	protein_coding	2012
ENSG00000287534	RP11-571I18.6	chr4	54065239	54078454	lncRNA	2825
ENSG00000251615	RP11-774O3.3	chr4	8355090	8358338	lncRNA	3249
ENSG00000284242	RP11-4F22.3	chr17	66278059	66278664	unprocessed_pseudogene	606
ENSG00000079819	EPB41L2	chr6	130839347	131063322	protein_coding	10320
ENSG00000231437	LINC01750	chr1	111989770	111998842	lncRNA	3590
ENSG00000124134	KCNS1	chr20	45091214	45101127	protein_coding	5649
ENSG00000258831	RP11-76E17.4	chr15	93882082	93886743	lncRNA	915
ENSG00000227462	PSME2P6	chr10	22225698	22226024	processed_pseudogene	327
ENSG00000244229	RPL26P35	chr18	76834429	76834888	processed_pseudogene	460
ENSG00000106404	CLDN15	chr7	101232092	101238820	protein_coding	2893
ENSG00000258736	RP11-982M15.7	chr14	104653548	104655787	lncRNA	723
ENSG00000174547	MRPL11	chr11	66435075	66466738	protein_coding	2539
ENSG00000254940	OR4A19P	chr11	49920312	49921414	unprocessed_pseudogene	1103
ENSG00000279697	RP11-643G5.2	chr11	89545128	89545744	TEC	617
ENSG00000276015	ENSG10010135899.1	chr11	2697851	2698076	misc_RNA	226
ENSG00000127507	ADGRE2	chr19	14732392	14778560	protein_coding	8642
ENSG00000251575	C5orf64-AS1	chr5	61732774	61735715	lncRNA	1551
ENSG00000164062	APEH	chr3	49674014	49683971	protein_coding	4425
ENSG00000147896	IFNK	chr9	27524290	27526498	protein_coding	1164
ENSG00000283130	RP11-360A9.3	chr13	88571654	88572312	processed_pseudogene	659
ENSG00000286007	RP11-104H15.13	chr17	7428861	7436278	protein_coding	556
ENSG00000266610	RN7SL176P	chr12	100158502	100158765	misc_RNA	264
ENSG00000140835	CHST4	chr16	71525233	71538748	protein_coding	2558
ENSG00000254848	OR5BN1P	chr11	56132666	56133494	unprocessed_pseudogene	829
ENSG00000242650	RN7SL292P	chr7	51716657	51716922	misc_RNA	266
ENSG00000275774	HNRNPCL2	chr1	13115488	13116854	protein_coding	1156
ENSG00000132671	SSTR4	chr20	23035312	23039237	protein_coding	3926
ENSG00000144891	AGTR1	chr3	148697784	148743008	protein_coding	3478
ENSG00000264102	MIR4688	chr11	46376402	46376484	miRNA	83
ENSG00000225330	AF064860.5	chr21	39630271	39726085	lncRNA	544
ENSG00000239888	RN7SL792P	chr17	15408384	15408688	misc_RNA	305
ENSG00000287902	RP1-272L16.4	chr1	209531236	209536351	lncRNA	315
ENSG00000096654	ZNF184	chr6	27450743	27473118	protein_coding	3366
ENSG00000165806	CASP7	chr10	113679162	113730907	protein_coding	3612
ENSG00000100726	TELO2	chr16	1493344	1510457	protein_coding	4239
ENSG00000261330	PPIAP50	chr16	77892422	77892915	processed_pseudogene	494
ENSG00000224975	INE1	chrX	47204921	47205865	lncRNA	945
ENSG00000259126	RP11-99L13.2	chr14	44392531	44393716	lncRNA	268
ENSG00000258463	RP11-173D3.3	chr15	19899334	19899559	processed_pseudogene	226
ENSG00000279668	CTC-304I17.6	chr17	33827699	34079100	lncRNA	7034
ENSG00000166848	TERF2IP	chr16	75647773	75761872	protein_coding	4422
ENSG00000255404	RP11-770G2.5	chr11	65795946	65797219	lncRNA	1044
ENSG00000286486	RP11-278H7.6	chr1	244087306	244090295	lncRNA	2831
ENSG00000201823	SNORD48	chr6	31835263	31835326	snoRNA	64
ENSG00000285694	RP11-274H24.3	chr6	4449392	4468181	lncRNA	1805
ENSG00000236508	ATP13A5-AS1	chr3	193307244	193314362	lncRNA	476
ENSG00000258024	OR5BT1P	chr12	48385417	48386265	unprocessed_pseudogene	849
ENSG00000156802	ATAD2	chr8	123319850	123416350	protein_coding	7100
ENSG00000119440	LCN1P1	chr9	133224905	133228591	unprocessed_pseudogene	505
ENSG00000170279	C7orf33	chr7	148590766	148615860	protein_coding	1153
ENSG00000237581	AC005538.5	chr2	233946146	233955435	lncRNA	594
ENSG00000185813	PCYT2	chr17	81900958	81911432	protein_coding	6872
ENSG00000255398	HCAR3	chr12	122714756	122716811	protein_coding	2056
ENSG00000229505	RP4-682E18.1	chr1	86029854	86030589	processed_pseudogene	736
ENSG00000235139	AC003984.1	chr7	84532476	84584322	lncRNA	4276
ENSG00000235869	RP1-102G20.4	chr1	174922107	174922440	processed_pseudogene	334
ENSG00000261026	CTD-3247F14.2	chr8	22679013	22684009	lncRNA	4997
ENSG00000140955	ADAD2	chr16	84191138	84197168	protein_coding	4111
ENSG00000279965	RP11-472K17.3	chr13	110123208	110125234	TEC	2027
ENSG00000162511	LAPTM5	chr1	30732469	30757774	protein_coding	3228
ENSG00000282907	LA16c-407A10.3	chr16	568837	576257	lncRNA	1442
ENSG00000196634	LUADT1	chr6	147158925	147180992	lncRNA	453
ENSG00000251781	RNA5SP356	chr12	30306431	30306524	rRNA_pseudogene	94
ENSG00000241175	RN7SL494P	chr15	50244628	50244931	misc_RNA	304
ENSG00000135407	AVIL	chr12	57797376	57818704	protein_coding	5889
ENSG00000283445	RP11-63G10.4	chr1	58715609	58771295	lncRNA	4739
ENSG00000247775	SNCA-AS1	chr4	89836408	89841978	lncRNA	2990
ENSG00000214915	XX-FW80269A6.1	chrX	151515551	151516245	lncRNA	482
ENSG00000224335	RP11-301M17.2	chr1	148234273	148234489	unprocessed_pseudogene	217
ENSG00000287859	CTC-448F2.8	chr19	30058229	30060797	lncRNA	2245
ENSG00000143119	CD53	chr1	110871188	110899922	protein_coding	2152
ENSG00000235378	MRPS10P1	chr1	169990067	169990196	processed_pseudogene	130
ENSG00000271161	BOLA2P2	chr3	47499841	47500407	transcribed_processed_pseudogene	567
ENSG00000105428	ZNRF4	chr19	5455417	5456856	protein_coding	1440
ENSG00000249896	LINC02495	chr4	6200733	6239937	transcribed_unprocessed_pseudogene	5643
ENSG00000285683	RP11-149P24.2	chr8	136237236	136295232	lncRNA	1311
ENSG00000259865	RP11-488L18.10	chr1	247187281	247188526	lncRNA	1246
ENSG00000206703	RNU6-128P	chr4	158794590	158794696	snRNA	107
ENSG00000226431	RP11-416N2.3	chr10	103549075	103550964	lncRNA	524
ENSG00000228049	POLR2J2	chr7	102665368	102671629	protein_coding	2065
ENSG00000243355	RP11-57G22.1	chr18	32779039	32779286	processed_pseudogene	248
ENSG00000279140	RP11-477I4.4	chr14	104815449	104815753	TEC	305
ENSG00000225169	BRI3P1	chr1	100213293	100213670	processed_pseudogene	378
ENSG00000275367	RP11-266K4.14	chr12	8217758	8221115	lncRNA	3358
ENSG00000230882	AC005077.14	chr7	76071469	76074963	processed_pseudogene	3495
ENSG00000263080	RP11-485G7.5	chr16	11341809	11345211	lncRNA	1134
ENSG00000215515	IFIT1P1	chr13	32384660	32386108	processed_pseudogene	1449
ENSG00000259700	RP11-485O10.3	chr15	48810701	48811909	lncRNA	1209
ENSG00000272784	RP11-335L23.5	chr4	183094423	183095056	lncRNA	634
ENSG00000112029	FBXO5	chr6	152970519	152983579	protein_coding	3856
ENSG00000174996	KLC2	chr11	66257294	66267860	protein_coding	5479
ENSG00000204873	KRTAP9-3	chr17	41232449	41233454	protein_coding	1006
ENSG00000196433	ASMT	chrY	1615059	1643081	protein_coding	1788
ENSG00000217555	CKLF	chr16	66552563	66566251	protein_coding	1161
ENSG00000233670	PIRT	chr17	10822470	10838087	protein_coding	3457
ENSG00000219222	RPL12P47	chr6	43310231	43310357	processed_pseudogene	127
ENSG00000234352	AC009264.1	chr7	136685559	137182107	lncRNA	6913
ENSG00000146166	LGSN	chr6	63275951	63319983	protein_coding	5829
ENSG00000127325	BEST3	chr12	69643360	69699476	protein_coding	6863
ENSG00000126947	ARMCX1	chrX	101550547	101554700	protein_coding	2125
ENSG00000258650	HSBP1P1	chr14	58463971	58464136	processed_pseudogene	166
ENSG00000165899	OTOGL	chr12	80099537	80380880	protein_coding	12279
ENSG00000164048	ZNF589	chr3	48241100	48299253	protein_coding	5521
ENSG00000079263	SP140	chr2	230203110	230313215	protein_coding	5582
ENSG00000156515	HK1	chr10	69269984	69401884	protein_coding	6293
ENSG00000261429	DPPA2P4	chr16	56686851	56688052	processed_pseudogene	878
ENSG00000184640	SEPTIN9	chr17	77280569	77500596	protein_coding	13772
ENSG00000119943	PYROXD2	chr10	98383565	98415182	protein_coding	3865
ENSG00000162494	LRRC38	chr1	13474973	13514003	protein_coding	2168
ENSG00000187766	KRTAP10-8	chr21	44612079	44612954	protein_coding	876
ENSG00000111911	HINT3	chr6	125956770	125980244	protein_coding	3325
ENSG00000254050	RP11-577N1.1	chr8	62473217	62474269	lncRNA	513
ENSG00000138018	SELENOI	chr2	26308547	26395891	protein_coding	8552
ENSG00000222691	RNU6-733P	chr4	107867807	107867910	snRNA	104
ENSG00000201184	RNU4-68P	chr14	103567405	103567545	snRNA	141
ENSG00000222777	RNU6-233P	chr17	39546104	39546244	snRNA	141
ENSG00000256351	RP1-7G5.5	chr12	109859767	109860420	processed_pseudogene	343
ENSG00000259517	LINC02169	chr16	54245544	54270879	lncRNA	854
ENSG00000083307	GRHL2	chr8	101492439	101669726	protein_coding	6053
ENSG00000264443	NCMAP-DT	chr1	24538802	24556024	lncRNA	1445
ENSG00000232294	RP4-715N11.2	chr20	52671735	52699472	lncRNA	3293
ENSG00000128253	RFPL2	chr22	32190435	32205001	protein_coding	2935
ENSG00000257178	RP11-357H14.16	chr17	48579630	48582259	lncRNA	2630
ENSG00000130538	OR11H1	chr22	15528192	15529139	protein_coding	948
ENSG00000286420	RP11-301H24.5	chr4	145444899	145469638	lncRNA	792
ENSG00000227747	RP11-16L9.1	chr1	198949016	198949805	processed_pseudogene	790
ENSG00000230944	AC026202.5	chr3	5255535	5256761	lncRNA	585
ENSG00000198099	ADH4	chr4	99123657	99157792	protein_coding	2453
ENSG00000111875	ASF1A	chr6	118894152	118909171	protein_coding	2589
ENSG00000263690	MIR548D2	chr17	67471489	67471585	miRNA	97
ENSG00000237004	ZNRF2P1	chr7	32728569	32753744	transcribed_processed_pseudogene	982
ENSG00000117222	RBBP5	chr1	205086142	205122015	protein_coding	4404
ENSG00000234404	SPRYD7P1	chrX	77374212	77381319	processed_pseudogene	570
ENSG00000012983	MAP4K5	chr14	50418501	50561126	protein_coding	7580
ENSG00000279991	RP11-190D6.1	chr16	78166717	78168514	TEC	1798
ENSG00000261175	LINC02188	chr16	86710122	86742083	lncRNA	5840
ENSG00000226478	UPF3AP1	chr17	16745636	16746761	processed_pseudogene	1126
ENSG00000135312	HTR1B	chr6	77460924	77463491	protein_coding	2568
ENSG00000254964	RP11-831H9.3	chr11	62606161	62606405	lncRNA	92
ENSG00000239731	RN7SL825P	chr10	31992087	31992381	misc_RNA	295
ENSG00000199130	MIR365A	chr16	14309285	14309371	miRNA	87
ENSG00000184741	OR5AQ1P	chr11	56049785	56055730	transcribed_unprocessed_pseudogene	1534
ENSG00000283294	RP11-681B3.4	chr18	14225224	14342505	lncRNA	3505
ENSG00000207172	RNU6-1162P	chr14	63630678	63630781	snRNA	104
ENSG00000267444	SMUG1P1	chr18	49650350	49651160	processed_pseudogene	811
ENSG00000237856	AC062020.2	chr2	123065321	123067722	lncRNA	801
ENSG00000202264	RNA5SP77	chr1	227561181	227561300	rRNA_pseudogene	120
ENSG00000235215	RP11-145M4.2	chr1	59055999	59078116	lncRNA	317
ENSG00000159202	UBE2Z	chr17	48908407	48929056	protein_coding	5715
ENSG00000272368	RP4-605O3.4	chr12	50112197	50165618	lncRNA	1117
ENSG00000249852	AC145676.2	chr7	227554	229557	TEC	2004
ENSG00000234385	RCC2P1	chrY	11781052	11782527	processed_pseudogene	1476
ENSG00000230006	ANKRD36BP2	chr2	88765807	88806612	transcribed_unprocessed_pseudogene	8042
ENSG00000163389	POGLUT1	chr3	119468963	119494708	protein_coding	7072
ENSG00000223718	AC093107.7	chr7	135660039	135660647	processed_pseudogene	609
ENSG00000078246	TULP3	chr12	2877223	2941138	protein_coding	3179
ENSG00000100731	PCNX1	chr14	70907405	71115382	protein_coding	16715
ENSG00000235990	RPL23AP20	chr1	241916123	241916543	processed_pseudogene	421
ENSG00000269901	RP11-178L8.9	chr16	87362536	87367476	lncRNA	450
ENSG00000286964	RP4-809E13.5	chrX	135037281	135040355	lncRNA	2227
ENSG00000102786	INTS6	chr13	51354077	51454264	protein_coding	25509
ENSG00000198283	OR5B21	chr11	58506807	58508105	protein_coding	1299
ENSG00000181358	CTAGE10P	chr13	49890591	49892998	processed_pseudogene	2408
ENSG00000288015	RP11-105A24.2	chr13	59121879	59230636	lncRNA	2230
ENSG00000240766	PLCXD2-AS1	chr3	111676736	111677433	lncRNA	491
ENSG00000253607	RP11-557C18.3	chr8	123002560	123030751	lncRNA	625
ENSG00000262880	RP11-104H15.7	chr17	7420103	7444081	lncRNA	1975
ENSG00000165246	NLGN4Y	chrY	14522573	14845650	protein_coding	8589
ENSG00000051128	HOMER3	chr19	18929201	18941261	protein_coding	3422
ENSG00000263831	MIR378E	chr5	170028488	170028566	miRNA	79
ENSG00000251309	RP11-498M5.2	chr4	101976894	102036903	lncRNA	603
ENSG00000142627	EPHA2	chr1	16124337	16156069	protein_coding	4141
ENSG00000228496	AC106875.1	chr2	11681460	11683328	lncRNA	1171
ENSG00000255347	RP11-40H19.1	chr11	40083710	40084517	processed_pseudogene	808
ENSG00000223656	HMGB3P10	chr1	99698242	99699178	processed_pseudogene	572
ENSG00000233939	RPL27AP4	chr2	106304755	106305197	processed_pseudogene	443
ENSG00000235138	RP11-374P20.4	chr9	134054290	134058805	lncRNA	2112
ENSG00000132693	CRP	chr1	159712289	159714589	protein_coding	2015
ENSG00000272498	RP11-415F23.3	chr3	16339308	16339871	lncRNA	564
ENSG00000221245	ENSG10010137533.1	chr4	119569699	119569825	snoRNA	127
ENSG00000270106	TSNAX-DISC1	chr1	231528653	231819244	protein_coding	4207
ENSG00000261816	RP11-863P13.2	chr16	88191486	88193667	lncRNA	444
ENSG00000182351	CRIP1P4	chr22	24712292	24712520	processed_pseudogene	229
ENSG00000253410	RP11-539E17.3	chr8	123192875	123192932	transcribed_processed_pseudogene	58
ENSG00000236885	AC018731.3	chr2	151114811	151186209	lncRNA	1821
ENSG00000239532	RP11-9D8.1	chr4	37821361	37821838	processed_pseudogene	478
ENSG00000274584	RP11-819M15.2	chr11	106824025	106824954	unprocessed_pseudogene	309
ENSG00000253702	LINC02847	chr8	48597458	48621018	lncRNA	559
ENSG00000255960	RP11-459D22.1	chr12	18424663	18425140	processed_pseudogene	478
ENSG00000271381	REXO1L9P	chr8	85762909	85766931	processed_pseudogene	2108
ENSG00000100997	ABHD12	chr20	25294742	25390835	protein_coding	4479
ENSG00000208006	MIR16-1	chr13	50048973	50049061	miRNA	89
ENSG00000145545	SRD5A1	chr5	6633427	6674386	protein_coding	7631
ENSG00000223238	RNA5SP294	chr9	111411644	111411742	rRNA_pseudogene	99
ENSG00000271114	RP11-453D21.1	chr6	87891424	87891869	processed_pseudogene	446
ENSG00000198369	SPRED2	chr2	65310851	65432637	protein_coding	5505
ENSG00000255300	LINC02745	chr11	41993381	42163851	lncRNA	1554
ENSG00000212389	RNU6-1275P	chr2	147877422	147877528	snRNA	107
ENSG00000248696	AC011406.2	chr5	150014785	150015154	processed_pseudogene	370
ENSG00000101337	TM9SF4	chr20	32109714	32167258	protein_coding	5207
ENSG00000279741	RP11-44F14.9	chr16	53389886	53390563	TEC	678
ENSG00000258538	RP11-753D20.3	chr14	88175391	88180198	lncRNA	608
ENSG00000205559	CHKB-DT	chr22	50583026	50595634	lncRNA	4154
ENSG00000204571	KRTAP5-11	chr11	71579714	71603353	protein_coding	1522
ENSG00000155875	SAXO1	chr9	18858906	19049358	protein_coding	9081
ENSG00000267645	RP11-577H5.5	chr7	102637049	102671641	protein_coding	1598
ENSG00000172746	RPL12P13	chr1	26980165	26980975	unprocessed_pseudogene	497
ENSG00000223972	DDX11L1	chr1	11869	14409	transcribed_unprocessed_pseudogene	1735
ENSG00000227573	RP5-1166A24.1	chr7	122849746	122850352	processed_pseudogene	607
ENSG00000274400	RP11-294N21.3	chr18	35144942	35145417	lncRNA	476
ENSG00000215054	HNRNPCP10	chrX	144840777	144841660	processed_pseudogene	884
ENSG00000240775	RP11-170N16.2	chr4	122840343	122840690	processed_pseudogene	348
ENSG00000230269	LINC02525	chr6	3182626	3195784	lncRNA	1651
ENSG00000116120	FARSB	chr2	222566899	222656092	protein_coding	6761
ENSG00000175329	ISX	chr22	35066136	35087387	protein_coding	3384
ENSG00000253227	RP11-383J24.1	chr8	124271667	124279580	lncRNA	2464
ENSG00000146530	VWDE	chr7	12330885	12403941	protein_coding	6712
ENSG00000271959	CTD-3064M3.7	chr8	141434545	141437954	lncRNA	2961
ENSG00000272418	RP11-762H8.4	chr15	78280950	78282190	lncRNA	369
ENSG00000231040	LINC01911	chr2	146837727	146878220	lncRNA	3638
ENSG00000248126	CTD-2012J19.2	chr5	1598127	1598247	unprocessed_pseudogene	121
ENSG00000121807	CCR2	chr3	46353864	46360940	protein_coding	3873
ENSG00000285549	RP11-51B6.1	chr5	165129307	165153014	lncRNA	1197
ENSG00000260669	AL136419.6	chr14	24209646	24215987	lncRNA	3045
ENSG00000262651	RP11-164N20.2	chr6	63612761	63612903	processed_pseudogene	143
ENSG00000147889	CDKN2A	chr9	21967752	21995301	protein_coding	3885
ENSG00000242876	RN7SL812P	chr22	20481935	20482213	misc_RNA	279
ENSG00000230062	ANKRD66	chr6	46746933	46759506	protein_coding	3676
ENSG00000255099	RP11-25D10.2	chr8	109777912	109782288	processed_pseudogene	2978
ENSG00000275074	NUDT18	chr8	22106874	22109419	protein_coding	1754
ENSG00000242951	RP11-507E23.1	chr14	75595805	75596206	processed_pseudogene	402
ENSG00000283320	MIR103B2	chr20	3917502	3917563	miRNA	62
ENSG00000237666	AC108868.3	chr2	106470799	106477669	unprocessed_pseudogene	530
ENSG00000258712	CXADRP2	chr15	21372793	21373881	processed_pseudogene	1089
ENSG00000234190	RP11-433J22.3	chr1	147777590	147788953	lncRNA	480
ENSG00000214546	AC087491.2	chr17	39619613	39622770	lncRNA	956
ENSG00000259856	RAB43P1	chr16	46626404	46626992	processed_pseudogene	589
ENSG00000239281	RPS29P2	chr8	41271431	41271566	processed_pseudogene	136
ENSG00000235363	SNRPGP10	chr1	205351247	205351471	processed_pseudogene	225
ENSG00000229389	CTD-2022H16.1	chr15	30052942	30073064	transcribed_unprocessed_pseudogene	693
ENSG00000128335	APOL2	chr22	36226209	36239954	protein_coding	3417
ENSG00000140873	ADAMTS18	chr16	77247813	77435034	protein_coding	6598
ENSG00000273153	RP11-406H21.2	chr10	17137336	17137585	lncRNA	250
ENSG00000173960	UBXN2A	chr2	23927285	24004909	protein_coding	6838
ENSG00000165283	STOML2	chr9	35099776	35103195	protein_coding	1806
ENSG00000261778	RP5-1173P7.1	chr7	141173043	141173216	processed_pseudogene	174
ENSG00000227198	C6orf47-AS1	chr6	31658329	31660721	lncRNA	673
ENSG00000180150	HMGN2P9	chr22	43802544	43802772	processed_pseudogene	229
ENSG00000288040	RP11-251I17.1	chr2	234351247	234356038	lncRNA	1529
ENSG00000250623	RP11-317B7.3	chr4	2139673	2141058	lncRNA	581
ENSG00000064490	RFXANK	chr19	19192229	19201869	protein_coding	2503
ENSG00000151116	UEVLD	chr11	18529609	18588747	protein_coding	5515
ENSG00000182866	LCK	chr1	32251239	32286165	protein_coding	3339
ENSG00000140365	COMMD4	chr15	75336020	75343224	protein_coding	6650
ENSG00000253119	HNRNPA3P7	chr5	154337471	154338452	processed_pseudogene	982
ENSG00000225402	AC010878.3	chr2	37816915	37817961	processed_pseudogene	1047
ENSG00000248664	CTC-498J12.3	chr5	69113112	69136394	lncRNA	946
ENSG00000213281	NRAS	chr1	114704469	114716771	protein_coding	4326
ENSG00000234686	AC010971.1	chr7	49230137	49254816	lncRNA	692
ENSG00000236719	OVAAL	chr1	180509380	180566523	lncRNA	2213
ENSG00000118007	STAG1	chr3	136336236	136752403	protein_coding	7843
ENSG00000145494	NDUFS6	chr5	1801407	1816048	protein_coding	887
ENSG00000163116	STPG2	chr4	97184093	98143476	protein_coding	6076
ENSG00000240159	RP11-162O12.1	chr4	184254509	184255330	processed_pseudogene	822
ENSG00000027644	INSRR	chr1	156840063	156859117	protein_coding	5200
ENSG00000186226	LCE1E	chr1	152786214	152788426	protein_coding	1299
ENSG00000255856	RP11-87C12.5	chr12	122007434	122020063	lncRNA	1143
ENSG00000273461	RP11-398A8.4	chr3	72061061	72069933	lncRNA	496
ENSG00000240204	SMKR1	chr7	129502531	129512918	protein_coding	969
ENSG00000147724	FAM135B	chr8	138130023	138497261	protein_coding	14064
ENSG00000196421	C20orf204	chr20	64034344	64039962	protein_coding	5480
ENSG00000228941	UBE3AP2	chr21	31060600	31063168	processed_pseudogene	2259
ENSG00000271699	SNX29P2	chr16	29350746	29370272	transcribed_unprocessed_pseudogene	2113
